id,Season,Team,League,GP,GAA,SV%
9330,201516,Toronto Maple Leafs,NHL,38,2.88,.908
9330,201516,Toronto Marlies,AHL,4,1.25,.948
9330,201617,Anaheim Ducks,NHL,39,2.50,.915
9330,201718,Colorado Avalanche,NHL,37,2.85,.913
9330,201819,Detroit Red Wings,NHL,35,3.16,.904
7451,200203,Ilves U16,Jr. C SM-sarja,1,3.00,.882
7451,200304,Ilves U16,Jr. C SM-sarja,7,1.71,.920
7451,200405,Ilves U18,Jr. B SM-sarja,16,1.99,.929
7451,200405,Ilves U20,Jr. A SM-liiga,2,2.77,.915
7451,200405,Finland U17 (all),International-Jr,3,1.50,.940
7451,200405,Ilves U20,Jr. A SM-liiga,26,2.68,.920
7451,200405,Suomi U20,Mestis,1,2.97,.940
7451,200405,Finland U18,WJC-18,6,1.83,.942
7451,200405,Finland U18 (all),International-Jr,14,1.83,.939
7451,200607,Ilves U20,Jr. A SM-liiga,2,2.00,.926
7451,200708,Seattle Thunderbirds,WHL,41,2.42,.915
7451,200708,Suomi U20,Mestis,1,4.10,.867
7451,200708,Finland U20,WJC-20,4,3.36,.864
7451,200809,Tampa Bay Lightning,NHL,1,0.00,1.000
7451,200809,Norfolk Admirals,AHL,25,2.72,.918
7451,200809,Augusta Lynx,ECHL,8,4.41,.874
7451,200809,Mississippi Sea Wolves,ECHL,3,2.28,.944
7451,200910,Norfolk Admirals,AHL,12,2.75,.896
7451,200910,Södertälje SK,SHL,9,2.42,.923
7451,201011,Södertälje SK,SHL,18,3.03,.884
7451,201112,JYP,Liiga,33,1.64,.936
7451,201112,JYP-Akatemia,Mestis,2,1.50,.961
7451,201213,Syracuse Crunch,AHL,32,2.57,.900
7451,201314,Syracuse Crunch,AHL,5,3.43,.875
7451,201314,Florida Everblades,ECHL,4,6.08,.797
7451,201415,Jokerit,KHL,22,2.36,.918
7451,201516,Jokerit,KHL,21,2.41,.891
7451,201617,Jokerit,KHL,20,2.66,.902
7451,201718,KalPa,Liiga,4,2.80,.899
7451,201718,Ilves,Liiga,27,2.85,.889
7451,201819,Ilves,Liiga,32,2.69,.885
9308,,Russia U18,WJC-18,4,3.34,.904
9308,,Russia U18,WJC-18,5,2.82,.921
9308,,Russia U20,WJC-20,1,1.00,.950
9308,200607,Lokomotiv Yaroslavl,Russia,33,2.17,.920
9308,200607,Russia U20,WJC-20,6,1.51,.934
9308,200708,Lokomotiv Yaroslavl,Russia,44,2.45,.909
9308,200809,Washington Capitals,NHL,6,2.37,.918
9308,200809,Hershey Bears,AHL,27,2.40,.916
9308,200910,Washington Capitals,NHL,26,2.55,.909
9308,200910,Hershey Bears,AHL,3,1.95,.933
9308,200910,Russia,WC,5,1.41,.951
9308,200910,Russia (all),International,5,1.41,.951
9308,201011,Washington Capitals,NHL,27,2.23,.924
9308,201011,Hershey Bears,AHL,3,3.36,.855
9308,201112,Colorado Avalanche,NHL,53,2.59,.913
9308,201112,Russia,WC,8,1.77,.939
9308,201112,Russia (all),International,10,1.71,.936
9308,201213,Lokomotiv Yaroslavl,KHL,16,1.74,.946
9308,201213,Colorado Avalanche,NHL,35,3.02,.903
9308,201213,Russia,WC,4,3.59,.878
9308,201213,Russia (all),International,4,3.59,.878
9308,201314,Colorado Avalanche,NHL,63,2.41,.927
9308,201314,Russia,OG,3,1.98,.911
9308,201314,Russia (all),International,3,1.98,.911
9308,201415,Colorado Avalanche,NHL,57,2.56,.921
9308,201516,Colorado Avalanche,NHL,57,2.81,.914
9308,201516,Russia (all),International,2,3.56,.854
9308,201617,Colorado Avalanche,NHL,24,3.38,.898
9308,201718,Colorado Avalanche,NHL,51,2.68,.920
9308,201819,Colorado Avalanche,NHL,49,2.87,.909
10427,200203,Spruce Grove Broncos Bantam AAA,AMBHL,26,3.62,.901
10427,200203,Everett Silvertips,WHL,1,0.00,1.000
10427,200405,Everett Silvertips,WHL,23,1.86,.928
10427,200405,Canada Pacific U17,WHC-17,6,1.77,.942
10427,200506,Everett Silvertips,WHL,67,1.91,.925
10427,200607,Everett Silvertips,WHL,48,1.86,.929
10427,200708,Everett Silvertips,WHL,56,2.45,.919
10427,200809,Quad City Flames,AHL,47,2.23,.912
10427,200910,Abbotsford Heat,AHL,35,2.76,.905
10427,200910,Victoria Salmon Kings,ECHL,8,3.06,.908
10427,201011,Abbotsford Heat,AHL,61,2.30,.913
10427,201112,Calgary Flames,NHL,7,3.19,.912
10427,201112,Abbotsford Heat,AHL,39,2.67,.902
10427,201213,Calgary Flames,NHL,6,3.33,.883
10427,201213,Abbotsford Heat,AHL,12,3.40,.884
10427,201314,Jokerit,Liiga,55,2.14,.922
10427,201415,Salavat Yulaev Ufa,KHL,20,3.35,.883
10427,201516,Iowa Wild,AHL,41,2.68,.913
10427,201617,KooKoo,Liiga,35,2.18,.923
10427,201617,San Diego Gulls,AHL,6,3.47,.909
10427,201819,HC Bolzano,EBEL,45,2.50,.922
9279,200304,HC Sparta Praha U18,Czech U18,38,1.89,.937
9279,200304,Czech Republic U16 (all),International-Jr,4,2.32,.900
9279,200405,HC Sparta Praha U18,Czech U18,20,2.50,.924
9279,200405,HC Sparta Praha U20,Czech U20,10,2.40,.921
9279,200405,Czech Republic U17,WHC-17,5,3.69,.899
9279,200405,Czech Republic U17 (all),International-Jr,5,3.69,.899
9279,200506,HC Sparta Praha U20,Czech U20,42,1.96,.938
9279,200506,Czech Republic U18,WJC-18,6,2.44,.927
9279,200506,Czech Republic U18 (all),International-Jr,14,2.36,.929
9279,200607,Plymouth Whalers,OHL,41,2.32,.932
9279,200708,Plymouth Whalers,OHL,10,2.60,.928
9279,200708,Windsor Spitfires,OHL,8,2.12,.918
9279,200708,Oshawa Generals,OHL,15,4.05,.898
9279,200708,Czech Republic U20,WJC-20,4,2.50,.910
9279,200708,Czech Republic U20 (all),International-Jr,6,2.00,.929
9279,200809,Washington Capitals,NHL,5,3.00,.892
9279,200809,Hershey Bears,AHL,17,2.70,.913
9279,200809,South Carolina Stingrays,ECHL,13,2.28,.918
9279,200910,Washington Capitals,NHL,17,2.75,.914
9279,200910,Hershey Bears,AHL,22,2.24,.919
9279,201011,Washington Capitals,NHL,48,2.45,.914
9279,201112,Washington Capitals,NHL,38,2.82,.903
9279,201213,HC Sparta Praha,Czech,24,2.51,.925
9279,201213,Washington Capitals,NHL,13,2.74,.910
9279,201314,Washington Capitals,NHL,13,2.82,.914
9279,201314,Hershey Bears,AHL,1,4.02,.892
9279,201314,Buffalo Sabres,NHL,2,2.56,.949
9279,201415,Buffalo Sabres,NHL,27,2.99,.918
9279,201415,New York Islanders,NHL,5,2.94,.881
9279,201516,Philadelphia Flyers,NHL,32,2.27,.924
9279,201617,Philadelphia Flyers,NHL,28,2.82,.891
9279,201617,Czech Republic,WCup,1,6.00,.880
9279,201617,Czech Republic (all),International,3,2.69,.929
9279,201718,Philadelphia Flyers,NHL,22,2.60,.915
9279,201819,Philadelphia Flyers,NHL,7,4.26,.859
9279,201819,Lehigh Valley Phantoms,AHL,1,3.00,.912
3688,200203,Huddinge IK U16,U16 SM,3,4.24,.870
3688,200304,Huddinge IK J18,J18 Allsvenskan,6,2.78,.984
3688,200405,Huddinge IK J18,J18 Allsvenskan,2,2.40,.906
3688,200405,Huddinge IK J20,SuperElit,19,2.57,.905
3688,200405,Huddinge IK,Allsvenskan,2,7.06,.786
3688,200405,Sweden U17 (all),International-Jr,3,1.33,.930
3688,200405,Sweden U18,WJC-18,3,1.70,.942
3688,200405,Sweden U19 (all),International-Jr,2,1.46,.844
3688,200506,Södertälje SK J18,J18 Allsvenskan,2,2.50,.904
3688,200506,Södertälje SK J20,SuperElit,39,2.17,.922
3688,200506,Sweden U18,WJC-18,5,1.81,.943
3688,200506,Sweden U18 (all),International-Jr,13,2.19,.930
3688,200506,Sweden U20 (all),International-Jr,3,1.00,.961
3688,200607,Södertälje SK J20,SuperElit,3,1.33,.956
3688,200607,Södertälje SK,Allsvenskan,24,1.61,.937
3688,200607,Sweden U19 (all),International-Jr,2,2.00,.934
3688,200607,Sweden U20,WJC-20,3,2.91,.887
3688,200607,Sweden U20 (all),International-Jr,7,3.28,.888
3688,200708,Södertälje SK J20,SuperElit,1,4.07,.840
3688,200708,Södertälje SK,SHL,27,2.13,.932
3688,200708,Sweden U20,WJC-20,5,2.33,.905
3688,200708,Sweden U20 (all),International-Jr,2,3.84,.892
3688,200708,Sweden (all),International,2,1.50,.941
3688,200809,Portland Pirates,AHL,58,2.75,.914
3688,200910,Buffalo Sabres,NHL,1,4.12,.892
3688,200910,Portland Pirates,AHL,48,2.37,.919
3688,201011,Buffalo Sabres,NHL,14,2.73,.907
3688,201011,Portland Pirates,AHL,41,2.78,.912
3688,201112,Buffalo Sabres,NHL,26,2.70,.917
3688,201112,Sweden,WC,2,2.50,.868
3688,201112,Sweden (all),International,6,3.23,.858
3688,201213,Huddinge IK,Division 1,2,2.50,.889
3688,201213,Almtuna IS,Allsvenskan,14,2.31,.917
3688,201213,Buffalo Sabres,NHL,12,2.60,.919
3688,201213,Sweden,WC,7,1.15,.956
3688,201213,Sweden (all),International,9,1.00,.932
3688,201314,Buffalo Sabres,NHL,28,2.82,.911
3688,201415,Buffalo Sabres,NHL,37,3.27,.903
3688,201415,Dallas Stars,NHL,13,2.38,.906
3688,201415,Sweden,WC,6,2.72,.876
3688,201415,Sweden (all),International,8,2.79,.892
3688,201516,Los Angeles Kings,NHL,16,2.17,.922
3688,201617,Toronto Maple Leafs,NHL,6,3.94,.872
3688,201617,Toronto Marlies,AHL,3,3.03,.904
3688,201617,San Diego Gulls,AHL,18,1.73,.936
3688,201617,Sweden (all),International,1,5.42,.769
3688,201718,Dinamo Minsk,KHL,52,2.06,.923
3688,201718,Sweden,OG,1,0.00,1.000
3688,201718,Sweden (all),International,4,2.03,.919
3688,201819,Dinamo Minsk,KHL,52,2.60,.913
3688,201819,Örebro HK,SHL,10,1.88,.927
3688,201819,Sweden (all),International,8,1.23,.941
10428,200506,Petrolia Jets,WOHL,9,2.53,.931
10428,200506,London Knights,OHL,12,2.66,.931
10428,200607,London Knights,OHL,62,3.20,.914
10428,200708,London Knights,OHL,26,2.79,.916
10428,200708,Kitchener Rangers,OHL,16,2.06,.915
10428,200708,Canada U20,WJC-20,5,1.19,.951
10428,200809,Columbus Blue Jackets,NHL,61,2.29,.916
10428,200809,Syracuse Crunch,AHL,3,1.63,.937
10428,200910,Columbus Blue Jackets,NHL,58,3.05,.901
10428,201011,Columbus Blue Jackets,NHL,54,3.03,.901
10428,201112,Columbus Blue Jackets,NHL,46,3.39,.894
10428,201213,Columbus Blue Jackets,NHL,13,2.95,.899
10428,201213,Philadelphia Flyers,NHL,7,1.90,.944
10428,201314,Philadelphia Flyers,NHL,61,2.50,.917
10428,201415,Philadelphia Flyers,NHL,51,2.25,.928
10428,201516,Philadelphia Flyers,NHL,54,2.51,.918
10428,201617,Philadelphia Flyers,NHL,58,2.66,.908
10428,201718,Winnipeg Jets,NHL,13,3.24,.906
10428,201718,Manitoba Moose,AHL,1,3.73,.818
10457,200304,Victory Honda U18,MWEHL,42,1.81,.926
10457,200405,Sioux City Musketeers,USHL,23,2.55,.915
10457,200506,Miami Univ. (Ohio),NCAA,20,2.02,.928
10457,200607,Miami Univ. (Ohio),NCAA,26,2.26,.919
10457,200607,USA U20,WJC-20,2,3.46,.833
10457,200708,Miami Univ. (Ohio),NCAA,36,1.72,.933
10457,200809,Manchester Monarchs,AHL,3,2.31,.918
10457,200809,Ontario Reign,ECHL,37,2.97,.915
10457,200910,Manchester Monarchs,AHL,22,2.92,.915
10457,201011,Manchester Monarchs,AHL,45,2.68,.911
10457,201112,Manchester Monarchs,AHL,44,2.49,.920
10457,201112,Wilkes-Barre/Scranton Penguins,AHL,49,1.93,.920
10457,201314,Pittsburgh Penguins,NHL,20,2.61,.912
10457,201415,Pittsburgh Penguins,NHL,1,1.63,.941
10457,201415,Wilkes-Barre/Scranton Penguins,AHL,37,2.45,.910
10457,201516,Pittsburgh Penguins,NHL,14,2.79,.917
10457,201617,Los Angeles Kings,NHL,13,2.94,.879
10457,201617,Ontario Reign,AHL,8,3.01,.900
10457,201617,Cleveland Monsters,AHL,17,3.22,.885
10457,201819,Straubing Tigers,DEL,45,2.60,.910
1284,200102,Sweden U16 (all),International-Jr,5,3.30,.906
1284,200203,Luleå HF J18,J18 Allsvenskan,12,4.10,.868
1284,200203,Sweden U17 (all),International-Jr,4,3.69,.861
1284,200304,Luleå HF J20,SuperElit,4,3.01,.895
1284,200304,Bodens IK,Allsvenskan,1,3.00,.909
1284,200304,Sweden U18,WJC-18,1,4.00,.867
1284,200304,Sweden U18 (all),International-Jr,8,2.99,.891
1284,200405,Bodens IK,Allsvenskan,28,3.84,.890
1284,200506,Hammarby IF J20,SuperElit,9,2.63,.927
1284,200506,Hammarby IF,Allsvenskan,28,2.67,.917
1284,200506,Sweden U20,WJC-20,4,0.96,.952
1284,200506,Sweden U20 (all),International-Jr,8,1.54,.926
1284,200607,Djurgårdens IF,SHL,24,2.57,.907
1284,200708,Djurgårdens IF,SHL,46,2.29,.921
1284,200708,Sweden (all),International,5,2.42,.912
1284,200809,Grand Rapids Griffins,AHL,40,2.76,.907
1284,200809,Grand Rapids Griffins,AHL,53,2.85,.903
1284,201011,HV71,SHL,45,2.49,.919
1284,201011,Sweden (all),International,3,1.97,.937
1284,201112,HV71,SHL,36,2.19,.921
1284,201213,AIK,SHL,43,2.50,.910
1284,201314,AIK,SHL,45,2.63,.917
1284,201415,Luleå HF,SHL,21,2.54,.903
1284,201516,Luleå HF,SHL,12,3.05,.885
9328,200304,U.S. National U18 Team,USDP,1,10.82,.600
9328,200405,U.S. National U17 Team,USDP,4,3.78,.854
9328,200405,U.S. National U18 Team,USDP,2,3.36,.905
9328,200405,USNTDP Juniors,NAHL,19,3.29,.899
9328,200405,USA U17,WHC-17,3,1.67,.923
9328,200405,U.S. National U18 Team,NAHL,14,1.70,.933
9328,200405,USA U18,WJC-18,4,1.46,.949
9328,200607,Ohio State Univ.,NCAA,34,2.96,.890
9328,200708,Ohio State Univ.,NCAA,34,3.12,.888
9328,200708,USA U20,WJC-20,2,4.00,.857
9328,200809,Ohio State Univ.,NCAA,3,5.40,.836
9328,200809,Texas Brahmas,CHL,32,2.75,.914
9328,200809,Toledo Walleye,ECHL,28,4.17,.870
9328,201112,Reading Royals,ECHL,16,3.16,.916
9328,201112,Gwinnett Gladiators,ECHL,11,3.39,.877
9328,201112,Florida Everblades,ECHL,1,2.00,.929
9328,201112,Elmira Jackals,ECHL,1,2.00,.929
9328,201213,Quad City Mallards,CHL,4,3.15,.904
11538,200405,Interlake Lightning Midget AAA,MMHL,37,2.11,.948
11538,200506,Red Deer Rebels,WHL,34,2.81,.910
11538,200607,Red Deer Rebels,WHL,60,2.66,.912
11538,200708,Red Deer Rebels,WHL,30,2.73,.916
11538,200809,Reading Royals,ECHL,22,3.30,.904
11538,200809,South Carolina Stingrays,ECHL,6,1.32,.961
11538,200809,Toronto Marlies,AHL,3,3.28,.882
11538,200910,Toronto Marlies,AHL,26,2.25,.925
11538,201011,Toronto Maple Leafs,NHL,37,2.60,.921
11538,201011,Toronto Marlies,AHL,15,2.59,.920
11538,201011,Canada,WC,4,2.04,.920
11538,201112,Toronto Maple Leafs,NHL,34,3.10,.900
11538,201213,Toronto Maple Leafs,NHL,33,2.46,.924
11538,201314,Toronto Maple Leafs,NHL,36,3.26,.911
11538,201314,Canada,WC,4,2.20,.911
11538,201415,Toronto Maple Leafs,NHL,35,3.16,.907
11538,201516,Toronto Maple Leafs,NHL,32,2.49,.918
11538,201516,San Jose Sharks,NHL,8,1.62,.938
11538,201617,Florida Panthers,NHL,43,2.53,.920
11538,201718,Florida Panthers,NHL,44,2.99,.913
11538,201819,Florida Panthers,NHL,36,3.09,.900
11986,,EHC Dübendorf,SwissDiv1,15,2.39,.918
11986,,Switzerland U18,WJC-18,2,4.50,.885
11986,,Switzerland U20,WJC-20,6,2.34,.910
11986,,Switzerland U20,WJC-20,6,3.17,.899
11986,,SC Langnau,NLA,2,4.50,.875
11986,,EV Zug,NLA,6,2.77,.918
11986,201011,EHC Biel-Bienne,NLA,41,2.99,.889
11986,201011,Switzerland (all),International,2,1.32,.920
11986,201112,EHC Biel-Bienne,NLA,49,2.45,.916
11986,201112,Switzerland,WC,4,3.01,.880
11986,201112,Switzerland (all),International,10,2.02,.929
11986,201213,EHC Biel-Bienne,NLA,49,3.01,.906
11986,201213,Switzerland,WC,4,1.00,.967
11986,201213,Switzerland (all),International,9,0.89,.969
11986,201314,Calgary Flames,NHL,29,2.95,.897
11986,201314,Abbotsford Heat,AHL,9,2.66,.908
11986,201314,Colorado Avalanche,NHL,2,5.85,.781
11986,201314,Switzerland,OG,1,1.02,.968
11986,201314,Switzerland,WC,6,2.65,.902
11986,201314,Switzerland (all),International,8,2.62,.905
11986,201415,Colorado Avalanche,NHL,19,2.65,.918
11986,201415,Lake Erie Monsters,AHL,5,2.57,.914
11986,201415,Switzerland,WC,5,3.48,.876
11986,201415,Switzerland (all),International,6,3.86,.864
11986,201516,Colorado Avalanche,NHL,14,2.41,.922
11986,201516,San Antonio Rampage,AHL,16,3.39,.901
11986,201516,Switzerland,WC,6,3.39,.881
11986,201516,Switzerland (all),International,8,3.27,.881
11986,201617,Florida Panthers,NHL,7,3.45,.876
11986,201617,Springfield Thunderbirds,AHL,31,2.53,.910
11986,201718,Anaheim Ducks,NHL,5,2.31,.926
11986,201718,San Diego Gulls,AHL,32,2.66,.922
11986,201718,Switzerland,WC,3,2.03,.917
11986,201718,Switzerland (all),International,4,1.52,.940
11986,201819,HC Fribourg-Gottéron,NLA,45,2.21,.920
11986,201819,Switzerland,WC,4,2.06,.916
11986,201819,Switzerland (all),International,3,1.67,.924
12275,200203,St. Albert Sabres Bantam AAA,AMBHL,36,3.16,.915
12275,200506,Sherwood Park Crusaders,AJHL,41,3.11,.910
12275,200607,St. Cloud State Univ.,NCAA,6,2.67,.899
12275,200708,St. Cloud State Univ.,NCAA,33,2.11,.931
12275,200809,St. Cloud State Univ.,NCAA,33,2.70,.913
12275,200910,Did not play,,,,
12275,201011,Idaho Steelheads,ECHL,20,2.94,.910
12275,201011,Ontario Reign,ECHL,4,2.00,.943
12275,201011,Bentley Generals,Chinook HL,2,1.00,.964
10475,200304,IHC Pisek U18,Czech U18 2,44,2.18,.936
10475,200405,IHC Pisek U18,Czech U18,40,3.58,.913
10475,200506,HC Ceske Budejovice U20,Czech U20,19,2.23,.926
10475,200506,Czech Republic U18,WJC-18,2,1.14,.964
10475,200506,Czech Republic U18 (all),International-Jr,9,2.26,.932
10475,200607,HC Ceske Budejovice U20,Czech U20,38,2.07,.929
10475,200607,Czech Republic U20,WJC-20,2,2.86,.907
10475,200607,Czech Republic U20 (all),International-Jr,9,3.00,.859
10475,200708,Oshawa Generals,OHL,16,3.14,.903
10475,200708,Windsor Spitfires,OHL,20,3.42,.893
10475,200708,Czech Republic U20,WJC-20,2,3.00,.833
10475,200708,Czech Republic U20 (all),International-Jr,4,2.25,.912
10475,200809,HC Ceske Budejovice,Czech,23,2.69,.915
10475,200809,SK Horacka Slavia Trebic,Czech2,3,3.59,.915
10475,200910,HC Ceske Budejovice,Czech,17,2.46,.915
10475,200910,HC Tabor,Czech2,13,2.53,.920
10475,201011,HC Ceske Budejovice,Czech,52,2.47,.924
10475,201011,Czech Republic (all),International,4,1.50,.933
10475,201112,HC Ceske Budejovice,Czech,52,2.37,.926
10475,201112,Czech Republic,WC,6,2.05,.928
10475,201112,Czech Republic (all),International,13,2.01,.927
10475,201213,HC Ceske Budejovice,Czech,24,2.00,.935
10475,201213,Czech Republic (all),International,5,1.99,.954
10475,201314,Avtomobilist Yekaterinburg,KHL,48,2.01,.931
10475,201314,Czech Republic,OG,1,8.63,.700
10475,201314,Czech Republic,WC,1,6.59,.692
10475,201314,Czech Republic (all),International,13,2.84,.881
10475,201415,Avtomobilist Yekaterinburg,KHL,60,2.20,.923
10475,201415,Czech Republic (all),International,7,1.12,.942
10475,201516,Avtomobilist Yekaterinburg,KHL,42,2.32,.914
10475,201516,Czech Republic (all),International,3,3.93,.733
10475,201617,Severstal Cherepovets,KHL,55,2.45,.915
10475,201617,Czech Republic (all),International,1,9.00,.700
10475,201718,Avtomobilist Yekaterinburg,KHL,47,2.25,.926
10475,201819,Avtomobilist Yekaterinburg,KHL,50,1.78,.939
10475,201819,Czech Republic (all),International,6,2.81,.880
11987,200304,Cushing Academy,USHS-Prep,7,2.10,.920
11987,200405,Cushing Academy,USHS-Prep,29,1.91,.927
11987,200506,Cushing Academy,USHS-Prep,29,1.92,.935
11987,200607,Chicago Steel,USHL,7,4.85,.888
11987,200607,Cedar Rapids Roughriders,USHL,26,2.99,.913
11987,200708,Colorado College,NCAA,35,1.85,.931
11987,200809,Colorado College,NCAA,35,2.63,.914
11987,200910,Texas Stars,AHL,8,2.15,.932
11987,200910,Idaho Steelheads,ECHL,35,2.28,.910
11987,201011,Dallas Stars,NHL,1,0.00,1.000
11987,201011,Texas Stars,AHL,55,2.20,.927
11987,201112,Dallas Stars,NHL,18,2.77,.910
11987,201112,Texas Stars,AHL,15,3.13,.887
11987,201112,USA,WC,1,1.86,.895
11987,201213,Dallas Stars,NHL,13,3.25,.885
11987,201213,Texas Stars,AHL,6,2.31,.920
11987,201314,Edmonton Oilers,NHL,3,3.03,.916
11987,201314,Oklahoma City Barons,AHL,52,2.99,.908
11987,201415,Edmonton Oilers,NHL,7,2.84,.911
11987,201415,Oklahoma City Barons,AHL,23,2.38,.918
11987,201516,Vancouver Canucks,NHL,1,3.01,.903
11987,201516,Utica Comets,AHL,35,2.75,.900
11987,201617,Vancouver Canucks,NHL,5,2.64,.920
11987,201617,Utica Comets,AHL,27,2.65,.908
11987,201617,Utica Comets,AHL,31,2.98,.902
11987,201819,Vancouver Canucks,NHL,1,6.00,.793
11987,201819,Utica Comets,AHL,9,3.76,.884
11918,200102,Calgary Rangers Bantam AAA,AMBHL,33,3.53,.897
11918,200203,Calgary Buffaloes Midget AAA,AMHL,18,3.25,.909
11918,200304,Brooks Bandits,AJHL,31,3.94,.898
11918,200405,Brooks Bandits,AJHL,43,2.61,.923
11918,200506,Univ. of Alaska-Fairbanks,NCAA,18,2.56,.917
11918,200607,Univ. of Alaska-Fairbanks,NCAA,19,3.11,.883
11918,200708,Univ. of Alaska-Fairbanks,NCAA,7,3.35,.893
11918,200809,Univ. of Alaska-Fairbanks,NCAA,35,1.65,.940
11918,200910,New York Rangers,NHL,5,2.35,.919
11918,200910,Hartford Wolf Pack,AHL,47,2.54,.911
11918,200910,Canada,WC,3,0.82,.964
11918,201011,New York Rangers,NHL,1,6.00,.818
11918,201011,Connecticut Whale,AHL,40,2.72,.901
11918,201112,Connecticut Whale,AHL,49,2.49,.919
11918,201213,Phoenix Coyotes,NHL,4,1.22,.954
11918,201213,Portland Pirates,AHL,34,3.00,.903
11918,201314,Boston Bruins,NHL,27,2.10,.925
11918,201415,New York Islanders,NHL,19,3.08,.889
11918,201516,Buffalo Sabres,NHL,45,2.36,.920
11918,201617,Calgary Flames,NHL,36,2.59,.910
11918,201617,Canada,WC,3,1.33,.917
11918,201718,Buffalo Sabres,NHL,36,3.55,.891
11918,201819,St. Louis Blues,NHL,10,3.54,.884
11918,201819,Anaheim Ducks,NHL,9,3.75,.872
9329,200304,Honeybaked U16,Midget,31,1.23,.921
9329,200405,U.S. National U17 Team,USDP,37,2.71,.913
9329,200405,USNTDP Juniors,NAHL,23,2.76,.913
9329,200405,USA U17,WHC-17,2,4.00,.826
9329,200506,U.S. National U17 Team,USDP,1,2.00,.950
9329,200506,U.S. National U18 Team,NAHL,5,1.26,.960
9329,200506,USA U18,WJC-18,2,0.50,.969
9329,200607,Boston Univ.,NCAA,1,1.00,.944
9329,200708,Boston Univ.,NCAA,31,2.62,.888
9329,200809,Indiana Ice,USHL,54,2.59,.910
9329,200910,Univ. of Wisconsin,NCAA,14,2.82,.885
9329,201011,Univ. of Wisconsin,NCAA,13,2.63,.901
7472,200304,Jokerit U16,Jr. C SM-sarja,13,1.48,.947
7472,200304,Finland U16 (all),International-Jr,5,2.95,.908
7472,200405,Jokerit U18,Jr. B SM-sarja,20,1.95,.936
7472,200405,Jokerit U20,Jr. A SM-liiga,4,3.21,.906
7472,200405,Finland U17,WHC-17,2,4.50,.891
7472,200405,Finland U17 (all),International-Jr,5,1.62,.950
7472,200506,Jokerit U18,Jr. B SM-sarja Q,3,2.27,.929
7472,200506,Jokerit U18,Jr. B SM-sarja,8,3.57,.889
7472,200506,Jokerit U20,Jr. A SM-liiga,26,3.12,.919
7472,200506,Suomi U20,Mestis,1,4.02,.882
7472,200506,Finland U18 (all),International-Jr,5,3.00,.903
7472,200607,Jokerit U20,Jr. A SM-liiga,27,2.71,.917
7472,200607,Jokerit,Liiga,1,4.00,.871
7472,200607,Suomi U20,Mestis,6,3.28,.896
7472,200708,Jokerit U20,Jr. A SM-liiga,22,2.74,.905
7472,200708,Jokerit,Liiga,4,5.78,.833
7472,200708,Suomi U20,Mestis,3,4.00,.897
7472,200809,Pelicans U20,Jr. A SM-liiga,13,1.99,.931
7472,200809,Pelicans,Liiga,21,2.92,.896
7472,200809,HeKi,Mestis,1,5.81,.833
7472,200910,Pelicans,Liiga,18,2.99,.914
7472,200910,HeKi,Mestis,10,2.65,.912
7472,201011,Pelicans,Liiga,49,2.59,.921
7472,201112,Pelicans,Liiga,41,2.26,.920
7472,201213,Trenton Titans,ECHL,16,3.14,.889
7472,201213,Oklahoma City Barons,AHL,10,2.94,.892
7472,201314,Metallurg Novokuznetsk,KHL,18,3.01,.916
7472,201314,Admiral Vladivostok,KHL,7,2.51,.921
7472,201314,Finland (all),International,2,2.46,.898
7472,201415,EC Salzburg,EBEL,5,1.21,.955
7472,201415,Luleå HF,SHL,1,6.00,.692
7472,201415,Malmö Redhawks,Allsvenskan,9,2.32,.916
7472,201516,Kärpät,Liiga,1,11.30,.500
7472,201516,Pelicans,Liiga,22,3.16,.881
7472,201617,Medvescak Zagreb,KHL,5,5.38,.842
7472,201617,KalPa,Liiga,8,2.62,.912
7472,201617,KooKoo,Liiga,5,2.37,.917
7472,201617,Lausanne HC,NLA,1,3.00,.936
7472,201718,KalPa,Liiga,22,1.68,.937
7472,201819,KalPa,Liiga,5,2.80,.881
7472,201819,Iserlohn Roosters,DEL,23,3.26,.905
11255,200506,Brampton Battalion,OHL,24,3.43,.904
11255,200607,Brampton Battalion,OHL,61,3.57,.879
11255,200708,Brampton Battalion,OHL,39,2.54,.911
11255,200708,Springfield Falcons,AHL,1,4.88,.750
11255,200708,Stockton Thunder,ECHL,34,3.39,.886
11255,200708,Springfield Falcons,AHL,8,4.71,.857
11255,200708,Stockton Thunder,ECHL,22,2.85,.921
11255,201011,Oklahoma City Barons,AHL,8,3.09,.897
11255,201011,Stockton Thunder,ECHL,34,2.90,.901
11255,201112,Bakersfield Condors,ECHL,37,3.44,.895
11255,201213,Fife Flyers,EIHL,48,3.02,.904
11255,201314,Allen Americans,CHL,43,2.75,.916
11255,201415,KH Sanok,Poland,44,1.97,.934
11255,201516,Brampton Beast,ECHL,1,2.03,.939
11255,201617,Brampton Beast,ECHL,9,5.00,.836
11255,201617,St. John's IceCaps,AHL,1,4.06,.789
11255,201718,Brantford Blast,ACH,3,4.71,.865
12280,200203,Rochester Century High,USHS-MN,27,1.76,.905
12280,200304,Rochester Century High,USHS-MN,28,2.08,.915
12280,200405,Rochester Century High,USHS-MN,28,1.86,.937
12280,200506,Sioux Falls Stampede,USHL,29,2.15,.930
12280,200607,Indiana Ice,USHL,44,3.35,.898
12280,200708,Univ. of Minnesota,NCAA,31,1.98,.930
